"","X","CLUST","NAME","STATE","TIER","ECO3","LATITUDE","LONGITUDE","ELEVATION","PPTWT","logPPTWT","MCMT","MWMT","TD","MAT","ELEVATION_PRISM","medMax","PROP_ZERO","LOCATION","SCALE","SHAPE","EVENT10","EVENT15","EVENT20","EVENT30","EVENT50","RT_I","RT_II","RT_III","RT_IV","RATIO","rawDiff","w2","est_wind_avg","est_temp_avg"
"2862",2862,"8.1.5.0100","PRAIRIE DU CHIEN","WI",1,"8.1.5",43,-91.25,200.6,93.1969931558268,4.53471545889457,-7.29513600209932,22.7031674225797,29.998302694546,8.69951997290964,202.39200286407,0.3935554888241,0,0.334611363564599,0.162874087431834,0.1062979543414,16,18,19,21,23,36,47,54,62,2.04347826086957,24,0.309973380996108,3.73273221808104,1.26240930409972
"2863",2863,"8.1.5.0101","PRAIRIE DU SAC 2 N","WI",1,"8.1.5",43.25,-89.75,237.7,87.8558645946317,4.47569756931597,-7.69974386072701,22.1065203762071,29.8062642151903,7.974911863888,238.557598119995,0.398145752529537,0,0.33486335757385,0.195660519912781,0.125535048364427,18,20,22,24,28,44,59,69,83,2.10714285714286,31,0.310049727940044,3.7317782837173,1.14862946356169
"2864",2864,"8.1.5.0102","READSTOWN","WI",1,"8.1.5",43.5,-90.75,225.6,88.805692726991,4.48645075522928,-8.35713582664925,21.6758724864978,30.0330082719484,7.60900813826569,263.123199361021,0.469707876635425,0,0.418832441023612,0.212727814888821,0.0658099129264246,20,22,23,26,29,41,53,60,67,1.82758620689655,24,0.301501979849312,3.70567861093798,0.927083217198685
"2865",2865,"8.1.5.0104","REEDSBURG","WI",1,"8.1.5",43.5,-90,282.2,104.476565930958,4.64896279679268,-7.83239374112514,21.6623115794164,29.4947053166277,7.75,267.801663939481,0.526637278863121,0,0.444607910663393,0.20704834223985,0.0598282196278418,20,22,23,26,28,40,51,57,66,1.82142857142857,23,0.301181409901766,3.69582825016257,0.952476075600771
"2866",2866,"8.1.5.0105","RICHLAND CTR","WI",1,"8.1.5",43.25,-90.5,221.9,91.0926469391742,4.51187708683902,-8.00154979452784,21.7014708705778,29.7030206651056,7.70380100783216,229.402590485701,0.409341080462803,0,0.348919853330884,0.161741779184852,0.110801868295501,16,18,19,21,24,37,48,55,63,2,24,0.288391154391649,3.64071922418509,1.32637755083198
"2867",2867,"8.1.5.0109","SPARTA","WI",1,"8.1.5",44,-90.75,238.4,81.6373963536668,4.40228744563577,-8.5548889272574,21.7373981655628,30.2922864788676,7.49099342714178,236.253568741644,0.466227066373602,0,0.415730621332904,0.195565217889022,0.0649431018368699,19,21,22,24,27,39,49,56,63,1.81481481481481,22,0.290200071484656,3.66154634851915,0.579963530426141
"2868",2868,"8.1.5.0111","STEUBEN 4 SE","WI",1,"8.1.5",43.25,-90.75,309.4,88.9559205986677,4.4881409728711,-7.96183745552057,21.9685779107159,29.9304152936351,7.95865027300824,305.596924279742,0.558135647473517,0,0.503431446342758,0.221673805233779,0.0302826899342544,21,23,25,27,30,41,50,57,62,1.66666666666667,20,0.280841542899349,3.61127700341356,1.30905534902604
"2869",2869,"8.1.5.0112","TREMPEALEAU DAM 6","WI",1,"8.1.5",44,-91.5,201.2,80.1671608665565,4.3841139655143,-8.02075785286971,22.7846019364294,30.8053601815417,8.35460213747908,198.291776333725,0.485194308266986,0.0149253731343284,0.4343425912624,0.229279170686743,0.0226278579713162,20,22,24,26,29,40,50,55,61,1.72413793103448,21,0.268819954200389,3.54531244531575,0.374464127233921
"2870",2870,"8.1.5.0113","VIROQUA","WI",1,"8.1.5",43.5,-91,382.5,76.9836547585929,4.34359312345754,-9.04716417227205,21.0625595263446,30.1097228547139,6.99012879125794,383.162623747725,0.637634101239719,0,0.540773221450868,0.248174063613211,0,23,25,27,29,32,42,52,57,63,1.625,20,0.283800614368796,3.62254188008904,0.996218266546578
"2871",2871,"8.1.5.0114","WESTBY 3ENE","WI",1,"8.1.5",43.75,-90.75,390.8,80.7403998976896,4.39123906831926,-8.77743973175868,21.6306391743095,30.408079798707,7.42064005931904,377.231996613909,0.558402008825109,0,0.452537787081647,0.232842965335091,0.0194016586095964,21,23,24,26,29,40,50,55,61,1.72413793103448,21,0.312439340230842,3.7527594255114,0.54445779362436
"2872",2872,"8.1.5.0116","LONE ROCK TRI CO AP","WI",1,"8.1.5",43.25,-90.25,218.5,82.5612152525963,4.41354002125424,-7.8600001335144,21.7436209738418,29.6036215841933,7.8390071690109,218.5272961738,0.312846330771122,0.15,0.310372772183019,0.153996863045901,0.165975709313714,14,16,18,20,23,40,55,67,79,2.39130434782609,32,0.287964142887562,3.63788182667986,1.31269179482229
"2873",2873,"8.1.5.0117","ROCHESTER INTL AP","MN",1,"8.1.5",44,-92.5,397.5,74.1397395303643,4.30595168450309,-9.53999996185303,21.4599997189555,30.9999996693949,6.99497972999419,392.513951748043,0.548191735,0,0.442914499508728,0.257157642685197,0.00116302858990599,21,24,25,27,30,41,51,56,63,1.7,21,0.397046794882763,4.13528591487073,-0.296230034897633
"2874",2874,"8.1.5.0118","DUBUQUE RIVER","IA",1,"8.1.5",42.5,-90.75,177.1,112.069999666535,4.71912367308843,-7.30999994170434,22.1900005461884,29.5000000110556,8.3900003520518,325.999997148629,0.283850697024653,0,0.268895495907196,0.136633803428417,0.192653486030431,14,16,17,19,22,40,57,70,86,2.59090909090909,35,0.313735655539015,3.75471095708827,1.76996701575439
"2875",2875,"8.1.6.0008","GOSHEN 3.0 WSW","IN",1,"8.1.6",41.5,-86,268.4,171.581029665558,5.14505561154606,-4.40576471852314,22.4934153768967,26.8991796864042,9.72505239861764,265.662206798482,0.294390978028812,0,0.246247017448299,0.116136199828594,0.133564636456983,12,13,14,16,18,29,38,44,50,2.11111111111111,20,0.436917359649573,4.3475946928498,3.49056743697315
"2876",2876,"8.1.6.0009","ROCHESTER 2.4 NW","IN",1,"8.1.6",41,-86.25,232.25,181.621596046902,5.20192533566805,-4.3554117069495,22.6751043551414,27.0305165389281,9.91255991101832,234.174751609684,0.277888430088941,0.025974025974026,0.238179707562343,0.11511961443504,0.128187610315037,11,13,14,15,17,28,37,42,49,2.17647058823529,20,0.425632432455555,4.30431411238018,3.97653447852417
"2877",2877,"8.1.6.0010","WARSAW 1.1 NNW","IN",1,"8.1.6",41.25,-85.75,248.7,170.925639474901,5.14122850017346,-4.18099359401574,22.7209545199239,26.9019480175498,9.96552141464834,248.590240223144,0.275739675054714,0,0.23440061607137,0.0895044448958727,0.126327761495806,10,11,12,13,14,23,30,34,40,2.14285714285714,16,0.414422284913886,4.24237416718173,3.5960460405376
"2878",2878,"8.1.6.0017","LAGRANGE 1.3 ENE","IN",1,"8.1.6",41.75,-85.5,281.15,158.481306981948,5.06563650851198,-4.67488181730074,22.3506851171958,27.0255666286265,9.51769607160482,283.232183444656,0.382830850999532,0,0.294156910875762,0.15343743337003,0.09836634263428,14,16,17,19,21,33,43,49,56,2.04761904761905,22,0.40691510080097,4.19149075982695,3.11823897366827
"2879",2879,"8.1.6.0019","LA PORTE 1.6 SW","IN",1,"8.1.6",41.5,-86.75,250.133333333333,181.980646250498,5.20389498013053,-4.40760045144754,22.7732436259471,27.1808438970917,9.88358131753608,248.47353077918,0.556873709518228,0,0.397523919637641,0.262565758878753,0.07176590764122,22,24,26,29,33,49,64,72,85,1.93939393939394,31,0.361366429921272,3.9756727345632,3.62151517801709
"2880",2880,"8.1.6.0026","PORTER 0.6 S","IN",1,"8.1.6",41.75,-87,200.6,160.095191041612,5.07575645532238,-3.7381325738279,23.1516460423133,26.8897781806115,10.3525730440751,196.42899268862,0.367474057044919,0,0.311302576368396,0.138231609292048,0.15239068250513,14,16,17,19,22,36,49,57,68,2.22727272727273,27,0.6441481479105,5.61078100699415,3.37755494801763
"2881",2881,"8.1.6.0035","MONTICELLO 1.0 NNE","IN",1,"8.1.6",40.75,-86.75,207.1,179.811670651257,5.19191002769794,-3.88854875697307,23.1317068721917,27.0202561434585,10.4635274767099,202.786111039809,0.21840573682945,0,0.184210847455251,0.101779259774693,0.167423337662243,10,11,12,14,16,28,38,45,54,2.375,22,0.423712026152738,4.31132795270188,4.38829921974042
"2882",2882,"8.1.6.0048","GRAND LEDGE 0.3 NNE","MI",1,"8.1.6",42.75,-84.75,249,145.114944820195,4.97752526658179,-4.92894259352518,21.6152494577061,26.5441919349744,8.72238034039288,255.846712303825,0.517098254008107,0,0.420740508354845,0.176707228228199,0.0518608368447086,18,19,21,22,25,35,44,49,55,1.76,19,0.317329829444454,3.76020786411941,2.47600986374658
"2883",2883,"8.1.6.0057","JACKSON 3.2 W","MI",1,"8.1.6",42.25,-84.5,304.2,130.716955342771,4.87303361923829,-4.91136215953417,21.6221960044195,26.53355796187,8.8328179928653,303.022961064706,0.391359909129843,0,0.338666712377639,0.178600937908955,0.0924301512423432,16,18,20,22,25,37,48,55,64,1.92,23,0.358706545979273,3.95857057492026,2.63618615281393
"2884",2884,"8.1.6.0064","WYOMING 0.5 NNE","MI",1,"8.1.6",43,-85.75,211.1,166.914958565803,5.11748429144997,-4.89934006166171,21.8000001902998,26.6993407495888,8.60726811447424,207.188400568957,0.457797340508833,0,0.352833134598253,0.189798601487145,0.133273678044303,18,20,22,24,28,44,60,71,84,2.14285714285714,32,0.33002658692135,3.79857399185028,2.5480223507077
"2885",2885,"8.1.6.0068","WESTERN MICHIGAN UNIVERSITY","MI",1,"8.1.6",42.25,-85.5,278.6,177.77771890485,5.1805334631763,-4.27497334976914,22.4325599662232,26.7075329911074,9.52099982771552,270.025330576116,0.558809885469577,0,0.471165419512564,0.226082902809941,0.0916520795520839,22,24,26,29,32,48,62,71,81,1.9375,30,0.307656438039343,3.7244285229879,2.67464576846487
"2886",2886,"8.1.6.0078","HOLLAND 5.1 WNW","MI",1,"8.1.6",42.75,-86.25,185.35,160.080495979879,5.07567580479921,-3.39931539439706,22.0513280179885,25.4506435347572,9.48105240377981,184.988783944181,0.632341348657615,0,0.543173110746323,0.291055313316114,0.1099581319413,27,30,33,36,41,64,86,98,114,2.09756097560976,45,0.718164131195258,6.37694947859847,2.80256320228074
"2887",2887,"8.1.6.0084","ANGOLA","IN",1,"8.1.6",41.75,-85,310.9,173.124017529535,5.15400820200585,-4.90533077846889,22.1353197915025,27.0406502514441,9.19597859340713,311.070144125063,0.350358167499109,0.0490196078431373,0.315317613423892,0.130441448513846,0.109398582240243,13,15,16,18,20,30,39,45,51,1.95,19,0.434539827029946,4.33332618037728,2.83870563635998
"2888",2888,"8.1.6.0086","ELKHART","IN",1,"8.1.6",41.75,-86,227.25,178.208566975066,5.18295369469638,-4.10378343023337,22.4913405024178,26.5951244094883,9.7116996002196,225.838935968827,0.372579176125414,0,0.314798056787934,0.127450674605432,0.116930907198818,13,15,16,18,20,31,40,46,52,2,20,0.379359176177358,4.05224421385377,3.27363528028877
"2889",2889,"8.1.6.0087","HOWE","IN",1,"8.1.6",41.75,-85.5,267.9,158.521044104116,5.0658873548771,-4.61988037190602,22.2699604560294,26.8898398856899,9.46996026529452,267.984064704419,0.421230988859228,0,0.321983770475384,0.149498144467926,0.0878643701779126,14,16,17,19,21,32,41,47,52,1.95238095238095,20,0.40691510080097,4.19149075982695,3.11823897366827
"2890",2890,"8.1.6.0091","LAKEVILLE","IN",1,"8.1.6",41.5,-86.25,256.3,187.734620065156,5.23502937019248,-4.33537316744979,22.5792399088393,26.9146130762891,9.78467990709728,256.519999980327,0.4609141315498,0,0.421673879277921,0.145144421672771,0.0813985291511958,16,18,19,21,23,33,42,47,52,1.82608695652174,19,0.412950297488341,4.22005889261125,3.5395805815989
"2891",2891,"8.1.6.0096","OGDEN DUNES","IN",1,"8.1.6",41.5,-87.25,185.9,161.188283016545,5.08257314142919,-3.58983943103615,23.2500804834696,26.8399201491286,10.4600006781861,188.011888151865,0.386403100271672,0,0.319155099339574,0.163017680200783,0.14818384735169,16,18,19,22,25,41,56,65,79,2.24,31,0.471671685802121,4.51532250704679,3.59018179313512
"2892",2892,"8.1.6.0097","PLYMOUTH","IN",1,"8.1.6",41.25,-86.25,243.85,177.929863863969,5.18138944940702,-4.30673836305613,22.81205943441,27.1187981064604,10.0296020383643,241.824167712754,0.311114959167962,0.00909090909090909,0.274492966162253,0.131325045090951,0.127483265812396,13,14,16,17,20,31,41,48,56,2.05,21,0.432376257635645,4.33057353334113,3.7358148359744
"2893",2893,"8.1.6.0099","WANATAH 2 WNW","IN",1,"8.1.6",41.5,-87,224,161.590148364175,5.0850631811357,-4.58423006446375,22.674805032937,27.2590351343575,9.80811031967855,223.810496668383,0.375421466376219,0,0.327487364252079,0.155724780064719,0.131702136728363,15,17,19,21,23,37,50,58,69,2.17391304347826,27,0.450548209841688,4.41359183538932,3.59883692998045
